-82.59842269,41.14651716,0.01,0.41,0.05,0.95,0.02,0.03,0.4,0.48,0.31,0.43,0.0,0.0,0.23,0.54,0.27,0.44,0.49,0.36,0.53,0.26,0.24,0.23,0.2,0.13,0.11,0.22,0.19,0.01,0.26,0.3,0.45,0.17,0.5,0.48,0.79,0.28,0.78,0.29,0.57,0.28,0.56,0.59,0.47,0.6,0.63,0.68,0.38,0.51,0.63,0.01,0.19,0.0,0.07,0.15,0.21,0.22,0.01,0.01,0.02,0.01,0.96,0.02,0.22,0.21,0.43,0.48,0.38,0.54,0.07,0.47,0.5,0.01,0.82,0.52,0.16,0.39,0.4,0.34,0.24,0.11,0.1,0.1,0.17,0.18,0.18,0.21,0.36,0.22,0.22,0.0,0.0,0.03,0.83,0.54,0.74,0.78,0.02,0.15,0.01,0.0,0.01
-81.23712921,41.69689265,0.01,0.43,0.05,0.95,0.04,0.01,0.32,0.41,0.25,0.6,0.02,1.0,0.35,0.53,0.23,0.59,0.72,0.1,0.9,0.35,0.31,0.3,0.34,0.0,0.3,0.0,0.43,0.0,0.1,0.23,0.4,0.17,0.24,0.44,0.71,0.33,0.41,0.32,0.36,0.38,0.35,0.36,0.42,0.71,0.73,0.88,0.65,0.4,0.35,0.0,0.03,0.0,0.09,0.06,0.07,0.07,0.03,0.02,0.02,0.02,0.86,0.06,0.18,0.19,0.45,0.45,0.38,0.85,0.07,0.24,0.5,0.0,0.97,0.84,0.08,0.26,0.38,0.04,0.12,0.16,0.13,0.12,0.31,0.3,0.31,0.3,0.27,0.2,0.31,0.0,0.0,0.14,0.8,0.96,0.86,0.94,0.01,0.26,0.06,0.0,0.05
-81.23712921,41.69689265,0.06,0.53,0.01,0.98,0.05,0.01,0.4,0.4,0.24,0.29,0.07,1.0,0.5,0.7,0.1,0.65,0.39,0.13,0.54,0.48,0.4,0.38,0.62,0.24,0.42,0.33,0.36,0.01,0.06,0.11,0.22,0.35,0.2,0.66,0.67,0.3,0.34,0.48,0.31,0.28,0.33,0.33,0.55,0.85,0.86,0.91,0.71,0.48,0.57,0.0,0.03,0.01,0.14,0.14,0.13,0.11,0.03,0.02,0.02,0.02,0.93,0.03,0.18,0.2,0.58,0.58,0.42,0.88,0.03,0.19,0.5,0.02,0.93,0.86,0.14,0.27,0.63,0.05,0.11,0.19,0.19,0.2,0.46,0.42,0.44,0.45,0.38,0.35,0.31,0.0,0.0,0.08,0.78,0.63,0.7,0.82,0.08,0.15,0.02,0.0,0.03
-94.18176099,42.42794934,0.03,0.34,0.06,0.93,0.03,0.03,0.39,0.41,0.28,0.58,0.0,0.0,0.18,0.42,0.81,0.49,0.62,0.37,0.41,0.21,0.22,0.21,0.16,0.12,0.46,0.33,0.28,0.03,0.33,0.3,0.37,0.24,0.32,0.42,0.38,0.48,0.48,0.36,0.5,0.34,0.45,0.49,0.38,0.55,0.6,0.61,0.52,0.64,0.71,0.01,0.19,0.0,0.05,0.04,0.03,0.13,0.0,0.0,0.0,0.01,0.95,0.03,0.14,0.12,0.32,0.39,0.22,0.62,0.04,0.53,0.5,0.04,0.76,0.58,0.41,0.47,0.25,0.24,0.44,0.04,0.04,0.05,0.1,0.13,0.14,0.13,0.4,0.2,0.35,0.01,0.0,0.03,0.85,0.6,0.74,0.78,0.04,0.15,0.04,0.0,0.3
-79.05960219,38.15909322,0.02,0.41,0.25,0.8,0.02,0.01,0.38,0.44,0.31,0.56,0.0,0.0,0.23,0.47,0.27,0.46,0.61,0.35,0.63,0.27,0.27,0.28,0.22,0.09,0.13,0.17,0.23,0.02,0.3,0.47,0.49,0.27,0.18,0.37,0.36,0.6,0.51,0.36,0.7,0.38,0.53,0.63,0.31,0.55,0.49,0.48,0.54,0.54,0.68,0.01,0.24,0.0,0.57,0.61,0.5,0.61,0.06,0.06,0.04,0.05,0.96,0.03,0.1,0.1,0.29,0.31,0.29,0.54,0.05,0.46,0.5,0.03,0.78,0.53,0.11,0.62,0.4,0.49,0.24,0.11,0.11,0.12,0.17,0.2,0.21,0.21,0.36,0.18,0.35,0.02,0.0,0.04,0.74,0.5,0.47,0.61,0.06,0.1,0.01,0.0,0.07
-97.24822334,46.93292237,0.1,0.34,0.01,0.96,0.08,0.01,0.53,0.71,0.58,0.29,0.12,1.0,0.23,0.69,0.98,0.55,0.31,0.19,0.26,0.3,0.29,0.28,0.23,0.09,0.18,0.17,0.18,0.09,0.36,0.19,0.17,0.49,0.22,0.65,0.12,0.64,0.32,0.47,0.34,0.68,0.36,0.36,0.4,0.72,0.77,0.75,0.68,0.8,0.79,0.02,0.13,0.01,0.56,0.58,0.66,0.65,0.08,0.07,0.07,0.07,0.93,0.03,0.1,0.08,0.3,0.52,0.17,0.45,0.07,0.66,0.0,0.08,0.82,0.35,0.03,0.3,0.67,0.16,0.11,0.14,0.13,0.14,0.22,0.24,0.25,0.2,0.42,0.42,0.37,0.07,0.03,0.05,0.59,0.35,0.45,0.46,0.08,0.21,0.08,0.0,0.05
-97.24822334,46.93292237,0.0,0.5,0.0,0.98,0.01,0.01,0.49,0.54,0.31,0.15,0.02,1.0,0.3,0.81,0.58,0.42,0.26,0.17,0.16,0.29,0.21,0.2,0.02,0.15,0.02,0.31,0.43,0.01,0.19,0.25,0.23,0.23,0.22,0.86,0.24,0.34,0.42,0.25,0.38,0.38,0.47,0.44,0.6,0.73,0.8,0.88,0.7,0.94,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.95,0.02,0.15,0.16,0.55,0.73,0.27,0.66,0.1,0.44,0.5,0.01,0.9,0.57,0.11,0.29,0.71,0.12,0.09,0.13,0.11,0.1,0.2,0.22,0.2,0.18,0.32,0.46,0.36,0.0,0.0,0.02,0.67,0.54,0.7,0.71,0.02,0.14,0.0,0.0,0.02
-88.03335785,45.38289899,0.0,0.33,0.0,0.99,0.01,0.01,0.36,0.4,0.24,0.58,0.0,0.0,0.16,0.36,0.14,0.51,0.72,0.44,0.57,0.2,0.18,0.17,0.0,0.06,0.23,0.13,0.11,0.01,0.32,0.33,0.42,0.18,0.48,0.34,0.68,0.27,0.68,0.25,0.42,0.33,0.44,0.45,0.44,0.62,0.69,0.68,0.58,0.56,0.57,0.0,0.13,0.0,0.48,0.45,0.37,0.31,0.04,0.03,0.02,0.02,0.96,0.01,0.16,0.14,0.34,0.41,0.21,0.68,0.03,0.46,0.5,0.02,0.67,0.63,0.05,0.6,0.13,0.14,0.18,0.04,0.03,0.03,0.09,0.13,0.13,0.14,0.47,0.28,0.75,0.01,0.0,0.03,0.67,0.76,0.77,0.71,0.02,0.15,0.02,0.0,0.05
-91.28609183,44.726614,0.07,0.45,0.01,0.93,0.22,0.01,0.73,0.74,0.72,0.4,0.09,1.0,0.21,0.5,0.31,0.64,0.5,0.43,0.47,0.27,0.22,0.22,0.06,0.15,0.06,0.26,0.13,0.09,0.5,0.25,0.24,0.38,0.36,0.46,0.29,0.62,0.37,0.42,0.32,0.66,0.32,0.33,0.44,0.64,0.7,0.67,0.62,0.52,0.61,0.02,0.17,0.01,1.0,1.0,0.99,0.96,0.26,0.24,0.19,0.17,0.92,0.07,0.18,0.18,0.39,0.44,0.35,0.5,0.1,0.55,0.0,0.04,0.88,0.48,0.05,0.3,0.4,0.12,0.31,0.09,0.08,0.08,0.17,0.2,0.22,0.2,0.56,0.27,0.44,0.01,0.01,0.1,0.76,0.39,0.44,0.63,0.07,0.19,0.08,0.0,0.06
-98.35163367,45.58993475,0.02,0.35,0.0,0.94,0.03,0.0,0.53,0.56,0.44,0.49,0.0,0.0,0.18,0.49,1.0,0.57,0.57,0.23,0.31,0.24,0.23,0.22,0.04,0.15,0.39,0.08,0.19,0.03,0.32,0.49,0.38,0.36,0.18,0.57,0.21,0.63,0.33,0.42,0.32,0.44,0.32,0.33,0.41,0.65,0.71,0.76,0.61,0.72,0.81,0.01,0.12,0.0,0.43,0.32,0.26,0.45,0.03,0.02,0.02,0.02,0.89,0.04,0.13,0.12,0.32,0.47,0.17,0.55,0.06,0.58,0.0,0.04,0.75,0.47,0.09,0.46,0.38,0.27,0.17,0.07,0.06,0.07,0.12,0.15,0.16,0.12,0.37,0.25,0.42,0.01,0.0,0.03,0.77,0.52,0.61,0.7,0.02,0.25,0.0,0.0,0.08
-84.29037841,39.75442102,0.05,0.55,0.13,0.86,0.11,0.03,0.44,0.52,0.3,0.16,0.06,1.0,0.43,0.82,0.1,0.5,0.23,0.17,0.63,0.39,0.31,0.3,0.43,0.46,0.23,0.22,0.46,0.01,0.1,0.14,0.26,0.28,0.25,0.71,0.46,0.3,0.4,0.39,0.41,0.29,0.48,0.46,0.53,0.76,0.77,0.86,0.74,0.62,0.62,0.01,0.11,0.01,0.47,0.62,0.59,0.58,0.08,0.09,0.08,0.07,0.94,0.04,0.18,0.2,0.6,0.57,0.63,0.64,0.06,0.16,0.5,0.04,0.79,0.66,0.05,0.14,0.65,0.05,0.16,0.14,0.12,0.11,0.38,0.39,0.42,0.45,0.25,0.22,0.22,0.0,0.0,0.07,0.57,0.52,0.62,0.52,0.06,0.16,0.09,0.0,0.07
-84.29037841,39.75442102,0.01,0.32,0.01,0.98,0.04,0.01,0.34,0.46,0.28,0.36,0.02,1.0,0.38,0.68,0.4,0.48,0.36,0.13,0.48,0.39,0.36,0.35,0.4,0.13,0.19,0.41,0.56,0.0,0.09,0.26,0.33,0.25,0.24,0.62,0.55,0.27,0.43,0.45,0.56,0.29,0.56,0.59,0.35,0.67,0.73,0.82,0.66,0.69,0.76,0.0,0.05,0.0,0.0,0.0,0.27,0.42,0.0,0.0,0.02,0.03,0.97,0.02,0.07,0.08,0.34,0.47,0.18,0.63,0.04,0.41,0.5,0.01,0.93,0.55,0.0,0.17,0.56,0.09,0.0,0.16,0.15,0.14,0.28,0.26,0.26,0.26,0.21,0.27,0.18,0.0,0.0,0.04,0.76,0.57,0.78,0.82,0.03,0.11,0.07,0.0,0.05
-84.29037841,39.75442102,0.28,0.36,0.79,0.36,0.04,0.01,0.47,0.55,0.41,0.43,0.29,1.0,0.13,0.34,0.11,0.27,0.52,0.76,0.61,0.16,0.16,0.2,0.21,0.18,0.23,0.17,0.35,0.42,0.71,0.37,0.55,0.18,0.71,0.28,0.42,0.48,0.52,0.31,0.88,0.62,0.86,0.9,0.47,0.12,0.13,0.1,0.07,0.27,0.25,0.36,0.88,0.02,0.29,0.31,0.42,0.43,0.03,0.03,0.03,0.03,0.95,0.02,0.32,0.26,0.35,0.35,0.39,0.38,0.13,0.61,0.0,0.41,0.61,0.39,1.0,0.62,0.15,0.53,0.32,0.06,0.05,0.05,0.11,0.16,0.17,0.17,0.66,0.23,0.5,0.24,0.01,0.04,0.69,0.54,0.78,0.75,0.16,0.28,0.42,0.24,0.67
-84.29037841,39.75442102,0.08,0.27,0.01,0.97,0.07,0.01,0.27,0.4,0.23,0.57,0.1,1.0,0.38,0.53,0.2,0.66,0.53,0.14,0.73,0.4,0.48,0.46,0.43,0.11,0.42,0.42,0.77,0.02,0.1,0.14,0.21,0.46,0.14,0.55,0.48,0.5,0.28,0.6,0.43,0.3,0.49,0.48,0.31,0.7,0.74,0.79,0.66,0.51,0.56,0.01,0.07,0.01,0.34,0.34,0.39,0.37,0.07,0.06,0.07,0.06,0.94,0.03,0.08,0.08,0.29,0.37,0.16,0.65,0.04,0.42,0.5,0.05,0.88,0.59,0.07,0.19,0.4,0.05,0.1,0.16,0.15,0.16,0.3,0.32,0.35,0.32,0.31,0.17,0.22,0.0,0.0,0.09,0.69,0.6,0.76,0.76,0.05,0.27,0.1,0.0,0.06
-88.70770995,43.41581374,0.01,0.34,0.0,0.98,0.03,0.02,0.36,0.4,0.22,0.6,0.0,0.0,0.24,0.51,0.26,0.65,0.61,0.28,0.52,0.26,0.24,0.23,1.0,0.25,0.24,0.16,0.16,0.01,0.18,0.42,0.41,0.22,0.23,0.51,0.71,0.36,0.75,0.24,0.42,0.3,0.39,0.42,0.42,0.7,0.74,0.72,0.7,0.77,0.74,0.0,0.14,0.0,0.21,0.15,0.19,0.26,0.01,0.01,0.01,0.01,0.95,0.02,0.14,0.13,0.36,0.46,0.22,0.62,0.05,0.44,0.5,0.01,0.86,0.56,0.0,0.39,0.17,0.1,0.25,0.09,0.07,0.07,0.21,0.22,0.24,0.24,0.33,0.42,0.69,0.0,0.0,0.03,0.91,0.59,0.78,0.84,0.01,0.25,0.01,0.0,0.11
-76.61440436,39.30522045,1.0,0.44,1.0,0.07,0.06,0.02,0.38,0.5,0.33,0.44,1.0,1.0,0.21,0.44,0.09,0.27,0.52,0.81,0.51,0.21,0.23,0.37,0.23,0.14,0.29,0.31,0.43,1.0,0.58,0.51,0.69,0.24,0.61,0.35,0.26,0.56,0.45,0.34,0.78,0.74,0.73,0.79,0.57,0.01,0.0,0.06,0.03,0.47,0.48,1.0,1.0,0.16,0.4,0.41,0.46,0.46,0.09,0.08,0.08,0.07,0.9,0.06,0.5,0.4,0.45,0.47,0.47,0.35,0.21,0.51,0.5,1.0,0.63,0.36,1.0,0.62,0.13,0.47,0.45,0.09,0.08,0.09,0.19,0.24,0.27,0.27,0.55,0.34,0.5,0.67,0.89,0.09,0.75,0.65,0.82,0.81,0.23,0.76,1.0,0.36,1.0
-76.47381763,42.45222263,0.03,0.66,0.13,0.73,0.61,0.07,1.0,1.0,1.0,0.21,0.05,1.0,0.1,0.64,0.23,0.61,0.29,0.25,0.32,0.25,0.14,0.16,0.17,0.09,0.1,0.1,0.17,0.08,1.0,0.16,0.21,0.82,0.28,0.21,0.08,1.0,0.12,0.67,0.15,1.0,0.27,0.22,0.29,0.32,0.37,0.53,0.21,0.36,0.46,0.01,0.28,0.02,0.79,0.78,0.78,0.76,0.64,0.55,0.5,0.45,0.71,0.05,0.2,0.21,0.27,0.32,0.31,0.08,0.12,0.63,0.0,0.02,0.84,0.1,0.03,0.45,0.0,0.26,0.06,0.21,0.21,0.23,0.37,0.39,0.52,0.37,1.0,0.51,0.51,0.01,0.0,0.34,0.48,0.02,0.0,0.0,0.01,0.45,0.34,0.0,0.15
-75.66993538,42.91279676,0.0,0.39,0.01,0.97,0.03,0.01,0.39,0.47,0.29,0.52,0.0,0.0,0.22,0.37,0.22,0.45,0.61,0.34,0.57,0.23,0.22,0.21,0.32,0.11,0.78,0.11,0.46,0.01,0.25,0.24,0.4,0.24,0.23,0.43,0.53,0.5,0.6,0.32,0.52,0.4,0.5,0.53,0.49,0.59,0.62,0.51,0.68,0.5,0.56,0.01,0.21,0.0,0.14,0.1,0.09,0.07,0.02,0.01,0.01,0.01,0.94,0.05,0.2,0.18,0.4,0.52,0.25,0.56,0.06,0.49,0.5,0.01,0.83,0.5,0.15,0.58,0.0,0.45,0.7,0.1,0.1,0.11,0.22,0.24,0.24,0.23,0.53,0.44,0.69,0.0,0.0,0.05,0.92,0.64,0.75,0.89,0.06,0.04,0.06,0.0,0.05
-92.64083907,41.33521502,0.0,0.33,0.01,0.97,0.08,0.01,0.45,0.45,0.33,0.64,0.0,0.0,0.16,0.43,0.87,0.51,0.68,0.48,0.3,0.2,0.2,0.19,0.27,0.16,0.12,0.19,0.14,0.01,0.43,0.49,0.42,0.24,0.42,0.38,0.63,0.46,0.69,0.36,0.46,0.33,0.42,0.46,0.35,0.6,0.65,0.35,0.61,0.59,0.61,0.01,0.23,0.0,0.14,0.4,0.33,0.28,0.01,0.03,0.02,0.02,0.97,0.02,0.15,0.13,0.31,0.34,0.26,0.6,0.04,0.55,0.0,0.01,0.75,0.58,0.13,0.48,0.29,0.39,0.24,0.03,0.03,0.04,0.09,0.12,0.13,0.12,0.4,0.2,0.42,0.0,0.0,0.03,0.89,0.58,0.66,0.79,0.01,0.16,0.02,0.0,0.07
-90.0416185,44.45535331,0.01,0.35,0.0,0.98,0.05,0.01,0.36,0.46,0.28,0.51,0.0,0.0,0.25,0.54,0.2,0.63,0.54,0.33,0.3,0.29,0.29,0.27,0.0,0.14,0.78,0.02,0.31,0.01,0.2,0.47,0.39,0.31,0.27,0.57,0.33,0.89,0.42,0.45,0.29,0.37,0.32,0.32,0.44,0.71,0.8,0.75,0.67,0.68,0.78,0.0,0.1,0.0,0.25,0.18,0.29,0.25,0.02,0.01,0.02,0.02,0.95,0.04,0.15,0.14,0.37,0.52,0.16,0.64,0.05,0.5,0.5,0.01,0.91,0.55,0.0,0.38,0.52,0.16,0.06,0.09,0.08,0.08,0.15,0.19,0.19,0.17,0.28,0.27,0.37,0.0,0.0,0.03,0.85,0.54,0.65,0.79,0.03,0.15,0.0,0.0,0.06
-90.0416185,44.45535331,0.01,0.32,0.0,0.96,0.1,0.01,0.3,0.41,0.25,0.61,0.0,0.0,0.23,0.38,0.09,0.63,0.67,0.41,0.6,0.26,0.27,0.26,0.23,0.09,0.13,0.01,0.17,0.02,0.29,0.38,0.36,0.18,0.45,0.34,0.78,0.3,0.63,0.23,0.45,0.32,0.45,0.47,0.38,0.58,0.66,0.66,0.58,0.37,0.38,0.01,0.2,0.0,0.27,0.45,0.51,0.5,0.03,0.04,0.04,0.04,0.95,0.06,0.16,0.14,0.33,0.36,0.3,0.59,0.07,0.52,0.5,0.01,0.88,0.58,0.03,0.4,0.35,0.16,0.21,0.07,0.05,0.05,0.17,0.2,0.21,0.2,0.38,0.11,0.44,0.0,0.0,0.04,0.92,0.63,0.81,0.86,0.03,0.13,0.0,0.0,0.11
-88.23041319,43.36887792,0.02,0.49,0.0,0.99,0.03,0.01,0.41,0.5,0.3,0.37,0.0,0.0,0.37,0.63,0.15,0.64,0.44,0.2,0.4,0.36,0.3,0.29,0.07,0.14,0.13,0.9,0.42,0.01,0.1,0.34,0.33,0.25,0.16,0.64,0.85,0.26,0.66,0.31,0.33,0.36,0.34,0.35,0.54,0.77,0.81,0.78,0.75,0.63,0.7,0.01,0.12,0.0,0.0,0.03,0.11,0.12,0.0,0.0,0.01,0.01,0.94,0.02,0.22,0.21,0.52,0.62,0.36,0.61,0.07,0.42,0.5,0.01,0.94,0.55,0.04,0.31,0.58,0.09,0.18,0.17,0.14,0.13,0.33,0.33,0.32,0.33,0.34,0.4,0.4,0.0,0.0,0.04,0.89,0.55,0.73,0.85,0.03,0.2,0.02,0.0,0.05
-88.23041319,43.36887792,0.01,0.5,0.01,0.99,0.03,0.01,0.39,0.49,0.27,0.21,0.02,1.0,0.52,0.83,0.74,0.71,0.3,0.06,0.33,0.48,0.39,0.38,0.0,0.28,0.34,0.18,0.22,0.0,0.05,0.14,0.2,0.34,0.1,0.81,0.67,0.23,0.47,0.42,0.29,0.32,0.34,0.32,0.51,0.86,0.88,0.91,0.82,0.78,0.78,0.0,0.04,0.0,0.0,0.03,0.18,0.15,0.0,0.0,0.02,0.02,0.96,0.04,0.16,0.18,0.55,0.61,0.34,0.77,0.04,0.38,0.5,0.01,0.89,0.72,0.0,0.36,0.75,0.01,0.09,0.23,0.21,0.2,0.52,0.44,0.44,0.44,0.16,0.53,0.49,0.0,0.0,0.06,0.9,0.53,0.4,0.86,0.1,0.03,0.04,0.0,0.03
-75.98893638,41.17686973,0.0,0.28,0.0,1.0,0.02,0.01,0.33,0.36,0.28,0.84,0.02,1.0,0.12,0.16,0.15,0.48,0.9,0.46,0.95,0.18,0.19,0.18,0.07,0.0,0.11,0.0,0.52,0.01,0.31,0.58,0.68,0.14,0.48,0.21,0.52,0.4,0.68,0.22,0.35,0.44,0.27,0.32,0.38,0.6,0.62,0.81,0.54,0.39,0.35,0.0,0.12,0.0,0.0,0.17,0.26,0.22,0.0,0.01,0.02,0.02,0.85,0.08,0.17,0.15,0.3,0.37,0.24,0.56,0.04,0.42,0.5,0.02,0.71,0.52,0.86,0.91,0.0,0.16,0.75,0.05,0.05,0.06,0.08,0.11,0.11,0.11,0.52,0.12,0.65,0.0,0.0,0.04,0.97,0.86,0.92,0.87,0.01,0.29,0.16,0.0,0.06
